24531013,2018-11-09 10:33:47,0,30612,1721357941013
24531013,2018-11-09 10:33:47,1,30512,1717415641013
928211015,2018-11-09 10:38:11,0,30610,1741113771015
928211015,2018-11-09 10:38:11,1,30510,1287454231015
928211015,2018-11-09 10:38:13,0,30615,1741113861015
928211015,2018-11-09 10:38:13,1,30515,1740928881015
816611004,2018-11-09 10:54:58,0,30605,2439156251004
816611004,2018-11-09 10:54:58,1,30505,2438660421004
66301013,2018-11-09 11:12:14,0,30607,1721585801013
66301013,2018-11-09 11:12:14,1,30507,1680230101013
66301013,2018-11-09 11:12:18,0,30609,1721585931013
66301013,2018-11-09 11:12:18,1,30509,1578587131013
66301013,2018-11-09 11:12:21,0,30612,1721586021013
66301013,2018-11-09 11:12:21,1,30512,1572416701013
428291018,2018-11-09 11:22:02,0,30611,1577584611018
428291018,2018-11-09 11:22:02,1,30511,1337995781018
73571003,2018-11-09 11:38:25,0,30607,2705383521003
73571003,2018-11-09 11:38:25,1,30507,2705377381003
918591007,2018-11-09 11:58:40,0,30610,2333096061007
918591007,2018-11-09 11:58:40,1,30510,2316749171007
980971007,2018-11-09 11:58:52,0,30610,2333101421007
980971007,2018-11-09 11:58:52,1,30510,2332542011007
980971007,2018-11-09 11:58:56,0,30613,2333101611007
980971007,2018-11-09 11:58:56,1,30513,2332413161007
918591007,2018-11-09 12:02:30,0,30605,2333121891007
918591007,2018-11-09 12:02:30,1,30505,2313405011007
774891010,2018-11-09 12:26:32,0,30605,1868402031010
774891010,2018-11-09 12:26:32,1,30505,1548215261010
625781004,2018-11-09 12:31:14,0,30610,2439893501004
625781004,2018-11-09 12:31:14,1,30510,2054651671004
69051005,2018-11-09 13:01:50,0,30605,2703883441005
69051005,2018-11-09 13:01:50,1,30505,700117081005
66301013,2018-11-09 13:05:09,0,30604,1722182241013
66301013,2018-11-09 13:05:09,1,30504,1578591461013
795681026,2018-11-09 13:15:32,0,30604,829795521026
795681026,2018-11-09 13:15:32,1,30504,577687981026
68841001,2018-11-09 13:28:01,0,30613,3078330841001
68841001,2018-11-09 13:28:01,1,30513,670105811001
68841001,2018-11-09 13:28:04,0,30605,3078331001001
68841001,2018-11-09 13:28:04,1,30505,2691483921001
68841001,2018-11-09 13:28:05,0,30608,3078331211001
68841001,2018-11-09 13:28:05,1,30508,2812864651001
68841001,2018-11-09 13:28:07,0,30610,3078331481001
68841001,2018-11-09 13:28:07,1,30510,670150711001
108771061,2018-11-09 13:36:27,0,30610,783719351061
108771061,2018-11-09 13:36:27,1,30510,783717591061
1205731013,2018-11-09 13:43:10,0,30615,1722355611013
1205731013,2018-11-09 13:43:10,1,30515,1703068441013
467031063,2018-11-09 13:43:15,0,30605,810216631063
467031063,2018-11-09 13:43:15,1,30505,799483991063
445481006,2018-11-09 13:46:43,0,30612,2357352971006
445481006,2018-11-09 13:46:43,1,30512,2357347051006
128831064,2018-11-09 13:53:04,0,30603,823872941064
128831064,2018-11-09 13:53:04,1,30503,663639181064
1075901016,2018-11-09 14:10:55,0,30615,1341336981016
1075901016,2018-11-09 14:10:55,1,30515,1341218021016
1075901016,2018-11-09 14:11:02,0,30610,1341337731016
1075901016,2018-11-09 14:11:02,1,30510,1341218171016
786091024,2018-11-09 14:13:03,0,30604,1002017651024
786091024,2018-11-09 14:13:03,1,30504,770067831024
255571014,2018-11-09 14:28:51,0,30610,1399499141014
255571014,2018-11-09 14:28:51,1,30510,1330804541014
24031001,2018-11-09 14:52:33,0,30605,3079034661001
24031001,2018-11-09 14:52:33,1,30505,2752620431001
24031001,2018-11-09 14:57:34,0,30613,3079079111001
24031001,2018-11-09 14:57:34,1,30513,2766875251001
24031001,2018-11-09 15:01:17,0,30610,3079108641001
24031001,2018-11-09 15:01:17,1,30510,2078726451001
24031001,2018-11-09 15:03:36,0,30608,3079125511001
24031001,2018-11-09 15:03:36,1,30508,2901567881001
433711043,2018-11-09 15:10:55,0,30613,437785351043
433711043,2018-11-09 15:10:55,1,30513,437761861043
1075901016,2018-11-09 15:12:04,0,30613,1341508161016
1075901016,2018-11-09 15:12:04,1,30513,1341507761016
277201001,2018-11-09 15:35:40,0,30605,3079405951001
277201001,2018-11-09 15:35:40,1,30505,2688224961001
29371005,2018-11-09 15:41:43,0,30603,2705054371005
29371005,2018-11-09 15:41:43,1,30503,862175941005
826871025,2018-11-09 15:46:52,0,30606,836108821025
826871025,2018-11-09 15:46:52,1,30506,689983961025
604321061,2018-11-09 15:48:09,0,30615,783983211061
604321061,2018-11-09 15:48:09,1,30515,657938411061
312799001,2018-11-09 15:49:00,0,30602,472619499001
312799001,2018-11-09 15:49:00,1,30502,470524129001
802311032,2018-11-09 15:54:22,0,30610,828485251032
802311032,2018-11-09 15:54:22,1,30510,827919651032
369881006,2018-11-09 16:02:12,0,30607,2358109721006
369881006,2018-11-09 16:02:12,1,30507,1712110911006
19941045,2018-11-09 16:19:05,0,30610,404566901045
19941045,2018-11-09 16:19:05,1,30510,404566491045
30662013,2018-11-09 16:20:20,0,30601,216909422013
30662013,2018-11-09 16:20:20,1,30501,104630482013
30662013,2018-11-09 16:20:24,0,30606,216909432013
30662013,2018-11-09 16:20:24,1,30506,177080412013
19941045,2018-11-09 16:20:50,0,30613,404567291045
19941045,2018-11-09 16:20:50,1,30513,404565581045
273901020,2018-11-09 16:38:40,0,30612,1226025701020
273901020,2018-11-09 16:38:40,1,30512,550909381020
273901020,2018-11-09 16:48:00,0,30604,1226056441020
273901020,2018-11-09 16:48:00,1,30504,1136242201020
752431007,2018-11-09 17:16:40,0,30609,2334966591007
752431007,2018-11-09 17:16:40,1,30509,2240650141007
719661018,2018-11-09 17:34:56,0,30607,1578917461018
719661018,2018-11-09 17:34:56,1,30507,704816081018
591821024,2018-11-09 17:44:52,0,30601,1002576321024
591821024,2018-11-09 17:44:52,1,30501,1002553461024
132221015,2018-11-09 17:48:10,0,30615,1742728291015
132221015,2018-11-09 17:48:10,1,30515,1742727561015
37171054,2018-11-09 17:50:39,0,30604,590456341054
37171054,2018-11-09 17:50:39,1,30504,564735901054
197671005,2018-11-09 18:03:34,0,30615,2705864371005
197671005,2018-11-09 18:03:34,1,30515,2379435581005
40431061,2018-11-09 18:51:05,0,30606,784287301061
40431061,2018-11-09 18:51:05,1,30506,737715841061
40431061,2018-11-09 18:51:09,0,30607,784287511061
40431061,2018-11-09 18:51:09,1,30507,743125581061
1082461024,2018-11-09 18:51:11,0,30606,1002697541024
40431061,2018-11-09 18:51:11,0,30609,784287671061
1082461024,2018-11-09 18:51:11,1,30506,989107741024
40431061,2018-11-09 18:51:11,1,30509,737490591061
40431061,2018-11-09 18:51:13,0,30612,784287941061
40431061,2018-11-09 18:51:13,1,30512,728802561061
40431061,2018-11-09 18:51:16,0,30602,784287961061
40431061,2018-11-09 18:51:16,1,30502,730876201061
1176111019,2018-11-09 19:05:24,0,30610,1313657581019
1176111019,2018-11-09 19:05:24,1,30510,1239248821019
235871008,2018-11-09 19:06:51,0,30610,2318148051008
235871008,2018-11-09 19:06:51,1,30510,1672062201008
681761012,2018-11-09 19:18:03,0,30609,1583047091012
681761012,2018-11-09 19:18:03,1,30509,1582310031012
1161451012,2018-11-09 19:24:17,0,30604,1583063631012
1161451012,2018-11-09 19:24:17,1,30504,1582983331012
75311056,2018-11-09 19:30:30,0,30605,530643781056
75311056,2018-11-09 19:30:30,1,30505,442750751056
7301056,2018-11-09 19:31:59,0,30610,530645211056
7301056,2018-11-09 19:31:59,1,30510,510558041056
451821009,2018-11-09 19:41:11,0,30613,1979252411009
451821009,2018-11-09 19:41:11,1,30513,1964873351009
9691057,2018-11-09 19:48:51,0,30612,39826031057
9691057,2018-11-09 19:48:51,1,30512,494676851057
737451001,2018-11-09 19:59:48,0,30607,3081384031001
737451001,2018-11-09 19:59:48,1,30507,2236855521001
737451001,2018-11-09 19:59:50,0,30601,3081384151001
737451001,2018-11-09 19:59:50,1,30501,2214768731001
737451001,2018-11-09 19:59:52,0,30606,3081384351001
737451001,2018-11-09 19:59:52,1,30506,2096675591001
737451001,2018-11-09 19:59:54,0,30609,3081384781001
737451001,2018-11-09 19:59:54,1,30509,2117663751001
737451001,2018-11-09 19:59:57,0,30612,3081385241001
737451001,2018-11-09 19:59:57,1,30512,2294466591001
687431003,2018-11-09 20:02:38,0,30613,2708463271003
687431003,2018-11-09 20:02:38,1,30513,2675157911003
31841001,2018-11-09 20:06:11,0,30607,3081428531001
31841001,2018-11-09 20:06:11,1,30507,3006962951001
31841001,2018-11-09 20:07:34,0,30606,3081442221001
31841001,2018-11-09 20:07:34,1,30506,2998944421001
41481001,2018-11-09 20:15:41,0,30610,3081501521001
41481001,2018-11-09 20:15:41,1,30510,2946195991001
918591007,2018-11-09 20:27:08,0,30608,2335857241007
918591007,2018-11-09 20:27:08,1,30508,2335852401007
1075901016,2018-11-09 20:34:54,0,30608,1342388821016
1075901016,2018-11-09 20:34:54,1,30508,1342388021016
46531005,2018-11-09 20:35:41,0,30604,2706692511005
46531005,2018-11-09 20:35:41,1,30504,2294271391005
56091005,2018-11-09 20:36:48,0,30613,2706698341005
56091005,2018-11-09 20:36:48,1,30513,2705795221005
1003651024,2018-11-09 20:44:11,0,30603,1002902091024
1003651024,2018-11-09 20:44:11,1,30503,302759881024
1003651024,2018-11-09 20:49:29,0,30608,1002912701024
1003651024,2018-11-09 20:49:29,1,30508,335074381024
1003651024,2018-11-09 20:56:27,0,30611,1002928801024
1003651024,2018-11-09 20:56:27,1,30511,303145401024
82381037,2018-11-09 21:04:48,0,30604,536379551037
82381037,2018-11-09 21:04:48,1,30504,536375811037
76401006,2018-11-09 21:06:41,0,30604,2359566881006
76401006,2018-11-09 21:06:41,1,30504,2359547211006
82381037,2018-11-09 21:13:11,0,30609,536387611037
82381037,2018-11-09 21:13:11,1,30509,536385461037
1486751034,2018-11-09 21:46:50,0,30609,471373041034
1486751034,2018-11-09 21:46:50,1,30509,470714031034
1486751034,2018-11-09 21:46:53,0,30612,471373091034
1486751034,2018-11-09 21:46:53,1,30512,467041441034
342091008,2018-11-09 21:48:20,0,30605,2318945421008
342091008,2018-11-09 21:48:20,1,30505,2318609381008
433801003,2018-11-09 21:53:56,0,30610,2709090481003
433801003,2018-11-09 21:53:56,1,30510,2706958491003
440261020,2018-11-09 22:11:51,0,30610,1226970201020
440261020,2018-11-09 22:11:51,1,30510,600002161020
149631038,2018-11-09 22:25:49,0,30608,478691801038
149631038,2018-11-09 22:25:49,1,30508,177860541038
329221041,2018-11-09 22:26:38,0,30610,577509171041
329221041,2018-11-09 22:26:38,1,30510,506927591041
5622001,2018-11-09 22:27:35,0,30609,997231562001
5622001,2018-11-09 22:27:35,1,30509,718450732001
5622001,2018-11-09 22:27:39,0,30607,997231752001
5622001,2018-11-09 22:27:39,1,30507,721670692001
657201016,2018-11-09 22:36:31,0,30604,1342813001016
657201016,2018-11-09 22:36:31,1,30504,1342160681016
918591007,2018-11-09 22:37:44,0,30613,2336613291007
918591007,2018-11-09 22:37:44,1,30513,2336610531007
266941007,2018-11-09 22:45:20,0,30605,2336657091007
266941007,2018-11-09 22:45:20,1,30505,2314816181007
214981001,2018-11-09 22:48:41,0,30615,3082984321001
214981001,2018-11-09 22:48:41,1,30515,3081517761001
11681019,2018-11-09 23:02:41,0,30610,1314524861019
11681019,2018-11-09 23:02:41,1,30510,1312640651019
194671052,2018-11-09 23:07:34,0,30615,32716051052
194671052,2018-11-09 23:07:34,1,30515,32713841052
1364441036,2018-11-09 23:28:52,0,30603,651412341036
1364441036,2018-11-09 23:28:52,1,30503,549823891036
1206711031,2018-11-09 23:31:21,0,30608,880742621031
1206711031,2018-11-09 23:31:21,1,30508,671995731031
1206711031,2018-11-09 23:31:50,0,30613,880743051031
1206711031,2018-11-09 23:31:50,1,30513,790520601031
39221002,2018-11-09 23:48:22,0,30608,2815908841002
39221002,2018-11-09 23:48:22,1,30508,2815886161002
634641020,2018-11-09 23:50:25,0,30605,1227344571020
634641020,2018-11-09 23:50:25,1,30505,1180617591020
634641020,2018-11-09 23:53:00,0,30608,1227353301020
634641020,2018-11-09 23:53:00,1,30508,1220131681020
634641020,2018-11-09 23:54:02,0,30613,1227357591020
634641020,2018-11-09 23:54:02,1,30513,1220131241020
634641020,2018-11-09 23:54:35,0,30610,1227359781020
634641020,2018-11-09 23:54:35,1,30510,1200838451020
5471001,2018-11-10 00:01:10,0,30605,3083711701001
5471001,2018-11-10 00:01:10,1,30505,3083697481001
976991020,2018-11-10 00:08:20,0,30605,1227402141020
976991020,2018-11-10 00:08:20,1,30505,1177196081020
190801006,2018-11-10 00:10:29,0,30614,2360608291006
190801006,2018-11-10 00:10:29,1,30514,2360600351006
621951002,2018-11-10 00:13:32,0,30610,2816047411002
621951002,2018-11-10 00:13:32,1,30510,2813327681002
108771061,2018-11-10 00:17:39,0,30613,784910761061
108771061,2018-11-10 00:17:39,1,30513,784910351061
502371010,2018-11-10 00:37:56,0,30607,1871871841010
502371010,2018-11-10 00:37:56,1,30507,1345622031010
502371010,2018-11-10 00:41:34,0,30601,1871880611010
502371010,2018-11-10 00:41:34,1,30501,1837819441010
24531013,2018-11-10 00:51:31,0,30607,1725209271013
24531013,2018-11-10 00:51:31,1,30507,1725206951013
349881004,2018-11-10 00:55:50,0,30611,2444462751004
349881004,2018-11-10 00:55:50,1,30511,2444458391004
46142027,2018-11-10 01:18:52,0,30603,191657962027
46142027,2018-11-10 01:18:52,1,30503,160510372027
63542006,2018-11-10 01:51:08,0,30610,764337882006
63542006,2018-11-10 01:51:08,1,30510,764079432006
672351023,2018-11-10 02:39:23,0,30607,1086282351023
672351023,2018-11-10 02:39:23,1,30507,1086281181023
16131007,2018-11-10 03:26:27,0,30606,2337545911007
16131007,2018-11-10 03:26:27,1,30506,2131796641007
561471062,2018-11-10 05:07:59,0,30604,879737281062
561471062,2018-11-10 05:07:59,1,30504,879313771062
