535902002	716663312002
423631007	2452758101007
413312020	273388972020
348132024	236967902024
353892024	236968172024
73371058	841997131058
111131015	1820438651015
639381005	2858821611005
119261002	2947965851002
1051411029	1009879711029
495781021	963645901021
562951010	1973677511010
145172026	189141552026
300681005	2850296581005
6371062	928715611062
57041008	2433259981008
566411007	2449607941007
922891008	2429121321008
113271059	729362881059
391191043	452303431043
92611024	1049629401024
681842011	397875822011
521572003	644815462003
937831020	1294522401020
301371001	3268429631001
550222024	236899932024
29581001	3268431931001
758261014	1466800841014
329472013	222102092013
27441053	517212121053
34971007	2453857041007
300351029	1011231191029
40872003	644816072003
120722020	273460962020
412202005	499577022005
737451001	3268436201001
583351029	1011231381029
481142005	499577872005
583381007	2453859681007
45132011	397876072011
1144991020	1294524171020
194671052	50923491052
664232004	344233842004
1146722003	644816762003
72192004	344235032004
826341029	1011233641029
213741025	876824831025
111481007	2453860811007
306011019	1383432801019
499241011	1899081811011
836292005	499579602005
294231047	486972961047
529371007	2453861331007
1118152003	644817132003
1007781020	1294528111020
17682025	178705462025
56941007	2453861931007
183472004	344235422004
68841001	3268438941001
22621052	50924671052
117371019	1383434921019
127661016	1410141181016
274951016	1410141251016
332021004	2577765051004
351271016	1410141271016
549751016	1410141291016
528941019	1383435301019
299001012	1655910241012
1251851034	488290491034
202971052	50924931052
315891052	50924941052
893411012	1655910341012
138981016	1410140771016
127401029	1011235621029
113461029	1011235661029
137331004	2577767451004
89241004	2577767461004
1178121034	488290641034
29442020	273461292020
500401034	488291181034
445372005	499580202005
97699001	498549699001
922171034	488291251034
130751012	1655913011012
348181014	1466805711014
13332027	202394542027
746512005	499580382005
74981019	1383438761019
187262003	644819192003
13942013	222102192013
792881034	488292281034
11422027	202395082027
120531004	2577772931004
332951012	1655914971012
6729001	498550059001
63481047	486974001047
52622005	499580732005
435402027	202397042027
653471008	2433709081008
276841008	2433709471008
423521008	2433709631008
545241008	2433709511008
22479001	498550279001
1147581029	1011239381029
7679001	498550529001
10251067	1079004651067
977751009	2070761981009
480781009	2070762041009
932581009	2070762151009
262821012	1655917031012
496451051	522255911051
85531062	928170631062
10501051	522256321051
261441051	522256561051
148661040	498894751040
273631062	928170851062
124081008	2433713011008
9261061	827345591061
31331061	827345751061
584741035	684271421035
465561062	928171781062
301231045	416014041045
582341061	827345871061
1050351036	676250891036
558692013	222102602013
842671035	684271981035
464451009	2070763971009
1021321035	684271991035
39581051	522258651051
55891040	498895061040
761861030	831511441030
41261051	522258661051
515461027	1073780861027
284751017	1253911281017
349921003	2839963621003
21011067	1079013661067
108771061	827346541061
595882013	222102632013
1213281030	831512171030
308091003	2839965471003
80811068	920977991068
966701030	831512491030
523391027	1073782391027
832981035	684273471035
260921030	831512531030
318761027	1073782821027
918051030	831512671030
151021036	676252351036
65501038	498506961038
477421009	2070767051009
169681027	1073783771027
300991038	498507131038
86911038	498507361038
819971067	1079019521067
14602006	796389452006
356991067	1079020091067
6981038	498508841038
81811036	676252881036
254711068	920984691068
1040151027	1073788811027
50781038	498508931038
402631048	428954001048
133681048	428953981048
301621047	486975751047
156792027	202400592027
388671048	428954021048
108811036	676254781036
836041019	1383454231019
337661036	676254821036
74721040	498897111040
338681049	58489621049
604401022	1004228341022
715821033	460897471033
1509511028	1445226211028
343891022	1004228561022
37561054	609716871054
403701006	2481679701006
182711057	60836331057
703692007	273272162007
12291042	560433651042
351271042	560433661042
230212007	273272252007
97552018	308419732018
194562022	218301232022
161751045	416003751045
251181028	1445226631028
60692006	796370962006
1223211015	1819934801015
18571054	609717011054
165071006	2481681011006
760642031	142173022031
236082028	230738862028
225191033	460897621033
45481060	1150283491060
520221033	460897651033
16811066	984321261066
9052028	230738892028
773421021	963418561021
27361015	1819935821015
310812022	218301352022
4432028	230738962028
9282011	397869632011
515571042	560433891042
743281032	870389021032
26752020	273455202020
27101060	1150284951060
266821006	2481682611006
19051054	609717561054
210662031	142173242031
164432007	273272702007
84481054	609717581054
384292010	334711872010
377252018	308420212018
58081057	60836761057
167782018	308420732018
756101032	870389241032
178621045	416003901045
685621021	963420261021
301612006	796371952006
250931022	1004231251022
75461045	416003921045
199522026	189107172026
344461054	609718171054
3402006	796372052006
363712010	334711922010
1111762010	334711952010
521981006	2481685621006
1096731032	870389631032
215302019	235455562019
14741006	2481686091006
602961021	963420871021
818841028	1445228871028
547492031	142173382031
246511028	1445228911028
511901060	1150286611060
1100651028	1445229091028
497752031	142173392031
122331057	60837291057
33462011	397870262011
417492012	233754482012
905322007	273273212007
18862018	308421682018
418942022	218301932022
705102022	218301942022
84112028	230739742028
525071022	1004234781022
22061057	60837431057
656632028	230739822028
667391032	870390981032
610292019	235455692019
1309111032	870391021032
197722026	189107552026
89491060	1150288941060
26642020	273458672020
27262007	273273642007
442452010	334712232010
295781057	60838281057
260712010	334712522010
424492008	252465322008
52542008	252465442008
32271042	560435051042
250252008	252465532008
4222030	233665362030
44202008	252465922008
6551066	984338521066
65372030	233666182030
313332008	252466402008
157991015	1819946951015
385261050	57188751050
57412031	142174892031
10431050	57188821050
14611050	57188841050
612612019	235456232019
6632030	233666542030
938271026	869705271026
658671026	869705301026
244971050	57189281050
443381044	442899291044
268751050	57189811050
1141681026	869705821026
573431026	869705831026
383741044	442899381044
386821026	869705761026
132612010	334713102010
164061044	442899601044
7151066	984343051066
251242022	218302982022
609812019	235456992019
140161053	517205051053
331301044	442900761044
1087311018	1655824591018
719661018	1655824271018
21861068	920949051068
472661053	517205381053
352141044	442900791044
609292019	235457222019
712511018	1655824901018
11501064	871406801064
717781018	1655825681018
15181064	871407171064
911951031	915464261031
9781066	984346111066
373521033	460901641033
19791064	871407411064
306141005	2856129091005
402681031	915464481031
69621053	517206771053
481801053	517206821053
565761022	1004246441022
392041005	2856130341005
197671005	2856130421005
10442023	172437732023
3181068	920951811068
418372025	178704422025
149571011	1899068401011
313181025	876820161025
1419541031	915465021031
17471064	871408881064
937601025	876820251025
253081011	1899071331011
128831064	871408891064
16162025	178704682025
1328601011	1899072271011
55501025	876820631025
1028351014	1466794481014
371622025	178704692025
822081025	876820711025
13331017	1253890541017
1201281013	1813723341013
754391017	1253891641017
60601013	1813724011013
823111014	1466795891014
700901017	1253893121017
69051005	2856137541005
52841013	1813726041013
1130921011	1899074551011
212741014	1466796261014
1191281013	1813726781013
13481017	1253895021017
1004901013	1813726841013
